person74	hasAge	v1
person14	hasAgeLessThan	person89
person14	hasAgeLessThan	person70
person14	hasAgeLessThan	person94
person14	hasAgeLessThan	person73
person14	hasAgeLessThan	person95
person14	hasAgeLessThan	person35
person25	hasAgeLessThan	person24
person25	hasAgeLessThan	person36
person25	hasAgeLessThan	person4
person25	hasAgeLessThan	person99
person25	hasAgeLessThan	person39
person25	hasAgeLessThan	person43
person25	hasAgeLessThan	person31
person25	hasAgeLessThan	person60
person25	hasAgeLessThan	person16
person25	hasAgeLessThan	person96
person25	hasAgeLessThan	person37
person25	hasAgeLessThan	person47
person25	hasAgeLessThan	person33
person25	hasAgeLessThan	person38
person25	hasAgeLessThan	person71
person25	hasAgeLessThan	person64
person25	hasAgeLessThan	person49
person25	hasAgeLessThan	person52
person25	hasAgeLessThan	person61
person25	hasAgeLessThan	person80
person25	hasAgeLessThan	person29
person25	hasAgeLessThan	person58
person25	hasAgeLessThan	person98
person25	hasAgeLessThan	person48
person25	hasAgeLessThan	person20
person25	hasAgeLessThan	person22
person25	hasAgeLessThan	person84
person25	hasAgeLessThan	person62
person25	hasAgeLessThan	person88
person25	hasAgeLessThan	person44
person25	hasAgeLessThan	person7
person25	hasAgeLessThan	person90
person25	hasAgeLessThan	person15
person25	hasAgeLessThan	person5
person25	hasAgeLessThan	person6
person25	hasAgeLessThan	person76
person25	hasAgeLessThan	person86
person25	hasAgeLessThan	person45
person25	hasAgeLessThan	person66
person25	hasAgeLessThan	person92
person25	hasAgeLessThan	person93
person25	hasAgeLessThan	person28
person25	hasAgeLessThan	person54
person25	hasAgeLessThan	person91
person25	hasAgeLessThan	person82
person25	hasAgeLessThan	person69
person25	hasAgeLessThan	person19
person25	hasAgeLessThan	person79
person25	hasAgeLessThan	person21
person25	hasAgeLessThan	person63
person25	hasAgeLessThan	person68
person25	hasAgeLessThan	person18
person25	hasAgeLessThan	person77
person25	hasAgeLessThan	person3
person25	hasAgeLessThan	person51
person25	hasAgeLessThan	person27
person25	hasAgeLessThan	person10
person25	hasAgeLessThan	person1
person25	hasAgeLessThan	person97
person25	hasAgeLessThan	person2
person25	hasAgeLessThan	person75
person25	hasAgeLessThan	person23
person25	hasAgeLessThan	person41
person25	hasAgeLessThan	person42
person25	hasAgeLessThan	person59
person25	hasAgeLessThan	person55
person25	hasAgeLessThan	person56
person25	hasAgeLessThan	person83
person25	hasAgeLessThan	person30
person25	hasAgeLessThan	person26
person25	hasAgeLessThan	person32
person25	hasAgeLessThan	person50
person25	hasAgeLessThan	person81
person25	hasAgeLessThan	person72
person25	hasAgeLessThan	person11
person25	hasAgeLessThan	person17
person25	hasAgeLessThan	person9
person25	hasAgeLessThan	person0
person25	hasAgeLessThan	person40
person25	hasAgeLessThan	person89
person25	hasAgeLessThan	person70
person25	hasAgeLessThan	person94
person25	hasAgeLessThan	person73
person25	hasAgeLessThan	person95
person25	hasAgeLessThan	person35
person24	hasAgeLessThan	person4
person24	hasAgeLessThan	person99
person24	hasAgeLessThan	person39
person24	hasAgeLessThan	person43
person24	hasAgeLessThan	person31
person24	hasAgeLessThan	person60
person24	hasAgeLessThan	person16
person24	hasAgeLessThan	person96
person24	hasAgeLessThan	person37
person24	hasAgeLessThan	person47
person24	hasAgeLessThan	person33
person24	hasAgeLessThan	person38
person24	hasAgeLessThan	person71
person24	hasAgeLessThan	person64
person24	hasAgeLessThan	person49
person24	hasAgeLessThan	person52
person24	hasAgeLessThan	person61
person24	hasAgeLessThan	person80
person24	hasAgeLessThan	person29
person24	hasAgeLessThan	person58
person24	hasAgeLessThan	person98
person24	hasAgeLessThan	person48
person24	hasAgeLessThan	person20
person24	hasAgeLessThan	person22
person24	hasAgeLessThan	person84
person24	hasAgeLessThan	person62
person24	hasAgeLessThan	person88
person24	hasAgeLessThan	person44
person24	hasAgeLessThan	person7
person24	hasAgeLessThan	person90
person24	hasAgeLessThan	person15
person24	hasAgeLessThan	person5
person24	hasAgeLessThan	person6
person24	hasAgeLessThan	person76
person24	hasAgeLessThan	person86
person24	hasAgeLessThan	person45
person24	hasAgeLessThan	person66
person24	hasAgeLessThan	person92
person24	hasAgeLessThan	person93
person24	hasAgeLessThan	person28
person24	hasAgeLessThan	person54
person24	hasAgeLessThan	person91
person24	hasAgeLessThan	person82
person24	hasAgeLessThan	person69
person24	hasAgeLessThan	person19
person24	hasAgeLessThan	person79
person24	hasAgeLessThan	person21
person24	hasAgeLessThan	person63
person24	hasAgeLessThan	person68
person24	hasAgeLessThan	person18
person24	hasAgeLessThan	person77
person24	hasAgeLessThan	person3
person24	hasAgeLessThan	person51
person24	hasAgeLessThan	person27
person24	hasAgeLessThan	person10
person24	hasAgeLessThan	person1
person24	hasAgeLessThan	person97
person24	hasAgeLessThan	person2
person24	hasAgeLessThan	person75
person24	hasAgeLessThan	person23
person24	hasAgeLessThan	person41
person24	hasAgeLessThan	person42
person24	hasAgeLessThan	person59
person24	hasAgeLessThan	person55
person24	hasAgeLessThan	person56
person24	hasAgeLessThan	person83
person24	hasAgeLessThan	person30
person24	hasAgeLessThan	person26
person24	hasAgeLessThan	person32
person24	hasAgeLessThan	person50
person24	hasAgeLessThan	person81
person24	hasAgeLessThan	person72
person24	hasAgeLessThan	person11
person24	hasAgeLessThan	person17
person24	hasAgeLessThan	person9
person24	hasAgeLessThan	person0
person24	hasAgeLessThan	person40
person24	hasAgeLessThan	person89
person24	hasAgeLessThan	person70
person24	hasAgeLessThan	person94
person24	hasAgeLessThan	person73
person24	hasAgeLessThan	person95
person24	hasAgeLessThan	person35
person36	hasAgeLessThan	person4
person36	hasAgeLessThan	person99
person36	hasAgeLessThan	person39
person36	hasAgeLessThan	person43
person36	hasAgeLessThan	person31
person36	hasAgeLessThan	person60
person36	hasAgeLessThan	person16
person36	hasAgeLessThan	person96
person36	hasAgeLessThan	person37
person36	hasAgeLessThan	person47
person36	hasAgeLessThan	person33
person36	hasAgeLessThan	person38
person36	hasAgeLessThan	person71
person36	hasAgeLessThan	person64
person36	hasAgeLessThan	person49
person36	hasAgeLessThan	person52
person36	hasAgeLessThan	person61
person36	hasAgeLessThan	person80
person36	hasAgeLessThan	person29
person36	hasAgeLessThan	person58
person36	hasAgeLessThan	person98
person36	hasAgeLessThan	person48
person36	hasAgeLessThan	person20
person36	hasAgeLessThan	person22
person36	hasAgeLessThan	person84
person36	hasAgeLessThan	person62
person36	hasAgeLessThan	person88
person36	hasAgeLessThan	person44
person36	hasAgeLessThan	person7
person36	hasAgeLessThan	person90
person36	hasAgeLessThan	person15
person36	hasAgeLessThan	person5
person36	hasAgeLessThan	person6
person36	hasAgeLessThan	person76
person36	hasAgeLessThan	person86
person36	hasAgeLessThan	person45
person36	hasAgeLessThan	person66
person36	hasAgeLessThan	person92
person36	hasAgeLessThan	person93
person36	hasAgeLessThan	person28
person36	hasAgeLessThan	person54
person36	hasAgeLessThan	person91
person36	hasAgeLessThan	person82
person36	hasAgeLessThan	person69
person36	hasAgeLessThan	person19
person36	hasAgeLessThan	person79
person36	hasAgeLessThan	person21
person36	hasAgeLessThan	person63
person36	hasAgeLessThan	person68
person36	hasAgeLessThan	person18
person36	hasAgeLessThan	person77
person36	hasAgeLessThan	person3
person36	hasAgeLessThan	person51
person36	hasAgeLessThan	person27
person36	hasAgeLessThan	person10
person36	hasAgeLessThan	person1
person36	hasAgeLessThan	person97
person36	hasAgeLessThan	person2
person36	hasAgeLessThan	person75
person36	hasAgeLessThan	person23
person36	hasAgeLessThan	person41
person36	hasAgeLessThan	person42
person36	hasAgeLessThan	person59
person36	hasAgeLessThan	person55
person36	hasAgeLessThan	person56
person36	hasAgeLessThan	person83
person36	hasAgeLessThan	person30
person36	hasAgeLessThan	person26
person36	hasAgeLessThan	person32
person36	hasAgeLessThan	person50
person36	hasAgeLessThan	person81
person36	hasAgeLessThan	person72
person36	hasAgeLessThan	person11
person36	hasAgeLessThan	person17
person36	hasAgeLessThan	person9
person36	hasAgeLessThan	person0
person36	hasAgeLessThan	person40
person36	hasAgeLessThan	person89
person36	hasAgeLessThan	person70
person36	hasAgeLessThan	person94
person36	hasAgeLessThan	person73
person36	hasAgeLessThan	person95
person36	hasAgeLessThan	person35
person4	hasAgeLessThan	person39
person4	hasAgeLessThan	person43
person4	hasAgeLessThan	person31
person4	hasAgeLessThan	person60
person4	hasAgeLessThan	person16
person4	hasAgeLessThan	person96
person4	hasAgeLessThan	person37
person4	hasAgeLessThan	person47
person4	hasAgeLessThan	person33
person4	hasAgeLessThan	person38
person4	hasAgeLessThan	person71
person4	hasAgeLessThan	person64
person4	hasAgeLessThan	person49
person4	hasAgeLessThan	person52
person4	hasAgeLessThan	person61
person4	hasAgeLessThan	person80
person4	hasAgeLessThan	person29
person4	hasAgeLessThan	person58
person4	hasAgeLessThan	person98
person4	hasAgeLessThan	person48
person4	hasAgeLessThan	person20
person4	hasAgeLessThan	person22
person4	hasAgeLessThan	person84
person4	hasAgeLessThan	person62
person4	hasAgeLessThan	person88
person4	hasAgeLessThan	person44
person4	hasAgeLessThan	person7
person4	hasAgeLessThan	person90
person4	hasAgeLessThan	person15
person4	hasAgeLessThan	person5
person4	hasAgeLessThan	person6
person4	hasAgeLessThan	person76
person4	hasAgeLessThan	person86
person4	hasAgeLessThan	person45
person4	hasAgeLessThan	person66
person4	hasAgeLessThan	person92
person4	hasAgeLessThan	person93
person4	hasAgeLessThan	person28
person4	hasAgeLessThan	person54
person4	hasAgeLessThan	person91
person4	hasAgeLessThan	person82
person4	hasAgeLessThan	person69
person4	hasAgeLessThan	person19
person4	hasAgeLessThan	person79
person4	hasAgeLessThan	person21
person4	hasAgeLessThan	person63
person4	hasAgeLessThan	person68
person4	hasAgeLessThan	person18
person4	hasAgeLessThan	person77
person4	hasAgeLessThan	person3
person4	hasAgeLessThan	person51
person4	hasAgeLessThan	person27
person4	hasAgeLessThan	person10
person4	hasAgeLessThan	person1
person4	hasAgeLessThan	person97
person4	hasAgeLessThan	person2
person4	hasAgeLessThan	person75
person4	hasAgeLessThan	person23
person4	hasAgeLessThan	person41
person4	hasAgeLessThan	person42
person4	hasAgeLessThan	person59
person4	hasAgeLessThan	person55
person4	hasAgeLessThan	person56
person4	hasAgeLessThan	person83
person4	hasAgeLessThan	person30
person4	hasAgeLessThan	person26
person4	hasAgeLessThan	person32
person4	hasAgeLessThan	person50
person4	hasAgeLessThan	person81
person4	hasAgeLessThan	person72
person4	hasAgeLessThan	person11
person4	hasAgeLessThan	person17
person4	hasAgeLessThan	person9
person4	hasAgeLessThan	person0
person4	hasAgeLessThan	person40
person4	hasAgeLessThan	person89
person4	hasAgeLessThan	person70
person4	hasAgeLessThan	person94
person4	hasAgeLessThan	person73
person4	hasAgeLessThan	person95
person4	hasAgeLessThan	person35
person99	hasAgeLessThan	person39
person99	hasAgeLessThan	person43
person99	hasAgeLessThan	person31
person99	hasAgeLessThan	person60
person99	hasAgeLessThan	person16
person99	hasAgeLessThan	person96
person99	hasAgeLessThan	person37
person99	hasAgeLessThan	person47
person99	hasAgeLessThan	person33
person99	hasAgeLessThan	person38
person99	hasAgeLessThan	person71
person99	hasAgeLessThan	person64
person99	hasAgeLessThan	person49
person99	hasAgeLessThan	person52
person99	hasAgeLessThan	person61
person99	hasAgeLessThan	person80
person99	hasAgeLessThan	person29
person99	hasAgeLessThan	person58
person99	hasAgeLessThan	person98
person99	hasAgeLessThan	person48
person99	hasAgeLessThan	person20
person99	hasAgeLessThan	person22
person99	hasAgeLessThan	person84
person99	hasAgeLessThan	person62
person99	hasAgeLessThan	person88
person99	hasAgeLessThan	person44
person99	hasAgeLessThan	person7
person99	hasAgeLessThan	person90
person99	hasAgeLessThan	person15
person99	hasAgeLessThan	person5
person99	hasAgeLessThan	person6
person99	hasAgeLessThan	person76
person99	hasAgeLessThan	person86
person99	hasAgeLessThan	person45
person99	hasAgeLessThan	person66
person99	hasAgeLessThan	person92
person99	hasAgeLessThan	person93
person99	hasAgeLessThan	person28
person99	hasAgeLessThan	person54
person99	hasAgeLessThan	person91
person99	hasAgeLessThan	person82
person99	hasAgeLessThan	person69
person99	hasAgeLessThan	person19
person99	hasAgeLessThan	person79
person99	hasAgeLessThan	person21
person99	hasAgeLessThan	person63
person99	hasAgeLessThan	person68
person99	hasAgeLessThan	person18
person99	hasAgeLessThan	person77
person99	hasAgeLessThan	person3
person99	hasAgeLessThan	person51
person99	hasAgeLessThan	person27
person99	hasAgeLessThan	person10
person99	hasAgeLessThan	person1
person99	hasAgeLessThan	person97
person99	hasAgeLessThan	person2
person99	hasAgeLessThan	person75
person99	hasAgeLessThan	person23
person99	hasAgeLessThan	person41
person99	hasAgeLessThan	person42
person99	hasAgeLessThan	person59
person99	hasAgeLessThan	person55
person99	hasAgeLessThan	person56
person99	hasAgeLessThan	person83
person99	hasAgeLessThan	person30
person99	hasAgeLessThan	person26
person99	hasAgeLessThan	person32
person99	hasAgeLessThan	person50
person99	hasAgeLessThan	person81
person99	hasAgeLessThan	person72
person99	hasAgeLessThan	person11
person99	hasAgeLessThan	person17
person99	hasAgeLessThan	person9
person99	hasAgeLessThan	person0
person99	hasAgeLessThan	person40
person99	hasAgeLessThan	person89
person99	hasAgeLessThan	person70
person99	hasAgeLessThan	person94
person99	hasAgeLessThan	person73
person99	hasAgeLessThan	person95
person99	hasAgeLessThan	person35
person39	hasAgeLessThan	person43
person39	hasAgeLessThan	person31
person39	hasAgeLessThan	person60
person39	hasAgeLessThan	person16
person39	hasAgeLessThan	person96
person39	hasAgeLessThan	person37
person39	hasAgeLessThan	person47
person39	hasAgeLessThan	person33
person39	hasAgeLessThan	person38
person39	hasAgeLessThan	person71
person39	hasAgeLessThan	person64
person39	hasAgeLessThan	person49
person39	hasAgeLessThan	person52
person39	hasAgeLessThan	person61
person39	hasAgeLessThan	person80
person39	hasAgeLessThan	person29
person39	hasAgeLessThan	person58
person39	hasAgeLessThan	person98
person39	hasAgeLessThan	person48
person39	hasAgeLessThan	person20
person39	hasAgeLessThan	person22
person39	hasAgeLessThan	person84
person39	hasAgeLessThan	person62
person39	hasAgeLessThan	person88
person39	hasAgeLessThan	person44
person39	hasAgeLessThan	person7
person39	hasAgeLessThan	person90
person39	hasAgeLessThan	person15
person39	hasAgeLessThan	person5
person39	hasAgeLessThan	person6
person39	hasAgeLessThan	person76
person39	hasAgeLessThan	person86
person39	hasAgeLessThan	person45
person39	hasAgeLessThan	person66
person39	hasAgeLessThan	person92
person39	hasAgeLessThan	person93
person39	hasAgeLessThan	person28
person39	hasAgeLessThan	person54
person39	hasAgeLessThan	person91
person39	hasAgeLessThan	person82
person39	hasAgeLessThan	person69
person39	hasAgeLessThan	person19
person39	hasAgeLessThan	person79
person39	hasAgeLessThan	person21
person39	hasAgeLessThan	person63
person39	hasAgeLessThan	person68
person39	hasAgeLessThan	person18
person39	hasAgeLessThan	person77
person39	hasAgeLessThan	person3
person39	hasAgeLessThan	person51
person39	hasAgeLessThan	person27
person39	hasAgeLessThan	person10
person39	hasAgeLessThan	person1
person39	hasAgeLessThan	person97
person39	hasAgeLessThan	person2
person39	hasAgeLessThan	person75
person39	hasAgeLessThan	person23
person39	hasAgeLessThan	person41
person39	hasAgeLessThan	person42
person39	hasAgeLessThan	person59
person39	hasAgeLessThan	person55
person39	hasAgeLessThan	person56
person39	hasAgeLessThan	person83
person39	hasAgeLessThan	person30
person39	hasAgeLessThan	person26
person39	hasAgeLessThan	person32
person39	hasAgeLessThan	person50
person39	hasAgeLessThan	person81
person39	hasAgeLessThan	person72
person39	hasAgeLessThan	person11
person39	hasAgeLessThan	person17
person39	hasAgeLessThan	person9
person39	hasAgeLessThan	person0
person39	hasAgeLessThan	person40
person39	hasAgeLessThan	person89
person39	hasAgeLessThan	person70
person39	hasAgeLessThan	person94
person39	hasAgeLessThan	person73
person39	hasAgeLessThan	person95
person39	hasAgeLessThan	person35
person43	hasAgeLessThan	person31
person43	hasAgeLessThan	person60
person43	hasAgeLessThan	person16
person43	hasAgeLessThan	person96
person43	hasAgeLessThan	person37
person43	hasAgeLessThan	person47
person43	hasAgeLessThan	person33
person43	hasAgeLessThan	person38
person43	hasAgeLessThan	person71
person43	hasAgeLessThan	person64
person43	hasAgeLessThan	person49
person43	hasAgeLessThan	person52
person43	hasAgeLessThan	person61
person43	hasAgeLessThan	person80
person43	hasAgeLessThan	person29
person43	hasAgeLessThan	person58
person43	hasAgeLessThan	person98
person43	hasAgeLessThan	person48
person43	hasAgeLessThan	person20
person43	hasAgeLessThan	person22
person43	hasAgeLessThan	person84
person43	hasAgeLessThan	person62
person43	hasAgeLessThan	person88
person43	hasAgeLessThan	person44
person43	hasAgeLessThan	person7
person43	hasAgeLessThan	person90
person43	hasAgeLessThan	person15
person43	hasAgeLessThan	person5
person43	hasAgeLessThan	person6
person43	hasAgeLessThan	person76
person43	hasAgeLessThan	person86
person43	hasAgeLessThan	person45
person43	hasAgeLessThan	person66
person43	hasAgeLessThan	person92
person43	hasAgeLessThan	person93
person43	hasAgeLessThan	person28
person43	hasAgeLessThan	person54
person43	hasAgeLessThan	person91
person43	hasAgeLessThan	person82
person43	hasAgeLessThan	person69
person43	hasAgeLessThan	person19
person43	hasAgeLessThan	person79
person43	hasAgeLessThan	person21
person43	hasAgeLessThan	person63
person43	hasAgeLessThan	person68
person43	hasAgeLessThan	person18
person43	hasAgeLessThan	person77
person43	hasAgeLessThan	person3
person43	hasAgeLessThan	person51
person43	hasAgeLessThan	person27
person43	hasAgeLessThan	person10
person43	hasAgeLessThan	person1
person43	hasAgeLessThan	person97
person43	hasAgeLessThan	person2
person43	hasAgeLessThan	person75
person43	hasAgeLessThan	person23
person43	hasAgeLessThan	person41
person43	hasAgeLessThan	person42
person43	hasAgeLessThan	person59
person43	hasAgeLessThan	person55
person43	hasAgeLessThan	person56
person43	hasAgeLessThan	person83
person43	hasAgeLessThan	person30
person43	hasAgeLessThan	person26
person43	hasAgeLessThan	person32
person43	hasAgeLessThan	person50
person43	hasAgeLessThan	person81
person43	hasAgeLessThan	person72
person43	hasAgeLessThan	person11
person43	hasAgeLessThan	person17
person43	hasAgeLessThan	person9
person43	hasAgeLessThan	person0
person43	hasAgeLessThan	person40
person43	hasAgeLessThan	person89
person43	hasAgeLessThan	person70
person43	hasAgeLessThan	person94
person43	hasAgeLessThan	person73
person43	hasAgeLessThan	person95
person43	hasAgeLessThan	person35
person31	hasAgeLessThan	person16
person31	hasAgeLessThan	person96
person31	hasAgeLessThan	person37
person31	hasAgeLessThan	person47
person31	hasAgeLessThan	person33
person31	hasAgeLessThan	person38
person31	hasAgeLessThan	person71
person31	hasAgeLessThan	person64
person31	hasAgeLessThan	person49
person31	hasAgeLessThan	person52
person31	hasAgeLessThan	person61
person31	hasAgeLessThan	person80
person31	hasAgeLessThan	person29
person31	hasAgeLessThan	person58
person31	hasAgeLessThan	person98
person31	hasAgeLessThan	person48
person31	hasAgeLessThan	person20
person31	hasAgeLessThan	person22
person31	hasAgeLessThan	person84
person31	hasAgeLessThan	person62
person31	hasAgeLessThan	person88
person31	hasAgeLessThan	person44
person31	hasAgeLessThan	person7
person31	hasAgeLessThan	person90
person31	hasAgeLessThan	person15
person31	hasAgeLessThan	person5
person31	hasAgeLessThan	person6
person31	hasAgeLessThan	person76
person31	hasAgeLessThan	person86
person31	hasAgeLessThan	person45
person31	hasAgeLessThan	person66
person31	hasAgeLessThan	person92
person31	hasAgeLessThan	person93
person31	hasAgeLessThan	person28
person31	hasAgeLessThan	person54
person31	hasAgeLessThan	person91
person31	hasAgeLessThan	person82
person31	hasAgeLessThan	person69
person31	hasAgeLessThan	person19
person31	hasAgeLessThan	person79
person31	hasAgeLessThan	person21
person31	hasAgeLessThan	person63
person31	hasAgeLessThan	person68
person31	hasAgeLessThan	person18
person31	hasAgeLessThan	person77
person31	hasAgeLessThan	person3
person31	hasAgeLessThan	person51
person31	hasAgeLessThan	person27
person31	hasAgeLessThan	person10
person31	hasAgeLessThan	person1
person31	hasAgeLessThan	person97
person31	hasAgeLessThan	person2
person31	hasAgeLessThan	person75
person31	hasAgeLessThan	person23
person31	hasAgeLessThan	person41
person31	hasAgeLessThan	person42
person31	hasAgeLessThan	person59
person31	hasAgeLessThan	person55
person31	hasAgeLessThan	person56
person31	hasAgeLessThan	person83
person31	hasAgeLessThan	person30
person31	hasAgeLessThan	person26
person31	hasAgeLessThan	person32
person31	hasAgeLessThan	person50
person31	hasAgeLessThan	person81
person31	hasAgeLessThan	person72
person31	hasAgeLessThan	person11
person31	hasAgeLessThan	person17
person31	hasAgeLessThan	person9
person31	hasAgeLessThan	person0
person31	hasAgeLessThan	person40
person31	hasAgeLessThan	person89
person31	hasAgeLessThan	person70
person31	hasAgeLessThan	person94
person31	hasAgeLessThan	person73
person31	hasAgeLessThan	person95
person31	hasAgeLessThan	person35
person60	hasAgeLessThan	person16
person60	hasAgeLessThan	person96
person60	hasAgeLessThan	person37
person60	hasAgeLessThan	person47
person60	hasAgeLessThan	person33
person60	hasAgeLessThan	person38
person60	hasAgeLessThan	person71
person60	hasAgeLessThan	person64
person60	hasAgeLessThan	person49
person60	hasAgeLessThan	person52
person60	hasAgeLessThan	person61
person60	hasAgeLessThan	person80
person60	hasAgeLessThan	person29
person60	hasAgeLessThan	person58
person60	hasAgeLessThan	person98
person60	hasAgeLessThan	person48
person60	hasAgeLessThan	person20
person60	hasAgeLessThan	person22
person60	hasAgeLessThan	person84
person60	hasAgeLessThan	person62
person60	hasAgeLessThan	person88
person60	hasAgeLessThan	person44
person60	hasAgeLessThan	person7
person60	hasAgeLessThan	person90
person60	hasAgeLessThan	person15
person60	hasAgeLessThan	person5
person60	hasAgeLessThan	person6
person60	hasAgeLessThan	person76
person60	hasAgeLessThan	person86
person60	hasAgeLessThan	person45
person60	hasAgeLessThan	person66
person60	hasAgeLessThan	person92
person60	hasAgeLessThan	person93
person60	hasAgeLessThan	person28
person60	hasAgeLessThan	person54
person60	hasAgeLessThan	person91
person60	hasAgeLessThan	person82
person60	hasAgeLessThan	person69
person60	hasAgeLessThan	person19
person60	hasAgeLessThan	person79
person60	hasAgeLessThan	person21
person60	hasAgeLessThan	person63
person60	hasAgeLessThan	person68
person60	hasAgeLessThan	person18
person60	hasAgeLessThan	person77
person60	hasAgeLessThan	person3
person60	hasAgeLessThan	person51
person60	hasAgeLessThan	person27
person60	hasAgeLessThan	person10
person60	hasAgeLessThan	person1
person60	hasAgeLessThan	person97
person60	hasAgeLessThan	person2
person60	hasAgeLessThan	person75
person60	hasAgeLessThan	person23
person60	hasAgeLessThan	person41
person60	hasAgeLessThan	person42
person60	hasAgeLessThan	person59
person60	hasAgeLessThan	person55
person60	hasAgeLessThan	person56
person60	hasAgeLessThan	person83
person60	hasAgeLessThan	person30
person60	hasAgeLessThan	person26
person60	hasAgeLessThan	person32
person60	hasAgeLessThan	person50
person60	hasAgeLessThan	person81
person60	hasAgeLessThan	person72
person60	hasAgeLessThan	person11
person60	hasAgeLessThan	person17
person60	hasAgeLessThan	person9
person60	hasAgeLessThan	person0
person60	hasAgeLessThan	person40
person60	hasAgeLessThan	person89
person60	hasAgeLessThan	person70
person60	hasAgeLessThan	person94
person60	hasAgeLessThan	person73
person60	hasAgeLessThan	person95
person60	hasAgeLessThan	person35
person16	hasAgeLessThan	person37
person16	hasAgeLessThan	person47
person16	hasAgeLessThan	person33
person16	hasAgeLessThan	person38
person16	hasAgeLessThan	person71
person16	hasAgeLessThan	person64
person16	hasAgeLessThan	person49
person16	hasAgeLessThan	person52
person16	hasAgeLessThan	person61
person16	hasAgeLessThan	person80
person16	hasAgeLessThan	person29
person16	hasAgeLessThan	person58
person16	hasAgeLessThan	person98
person16	hasAgeLessThan	person48
person16	hasAgeLessThan	person20
person16	hasAgeLessThan	person22
person16	hasAgeLessThan	person84
person16	hasAgeLessThan	person62
person16	hasAgeLessThan	person88
person16	hasAgeLessThan	person44
person16	hasAgeLessThan	person7
person16	hasAgeLessThan	person90
person16	hasAgeLessThan	person15
person16	hasAgeLessThan	person5
person16	hasAgeLessThan	person6
person16	hasAgeLessThan	person76
person16	hasAgeLessThan	person86
person16	hasAgeLessThan	person45
person16	hasAgeLessThan	person66
person16	hasAgeLessThan	person92
person16	hasAgeLessThan	person93
person16	hasAgeLessThan	person28
person16	hasAgeLessThan	person54
person16	hasAgeLessThan	person91
person16	hasAgeLessThan	person82
person16	hasAgeLessThan	person69
person16	hasAgeLessThan	person19
person16	hasAgeLessThan	person79
person16	hasAgeLessThan	person21
person16	hasAgeLessThan	person63
person16	hasAgeLessThan	person68
person16	hasAgeLessThan	person18
person16	hasAgeLessThan	person77
person16	hasAgeLessThan	person3
person16	hasAgeLessThan	person51
person16	hasAgeLessThan	person27
person16	hasAgeLessThan	person10
person16	hasAgeLessThan	person1
person16	hasAgeLessThan	person97
person16	hasAgeLessThan	person2
person16	hasAgeLessThan	person75
person16	hasAgeLessThan	person23
person16	hasAgeLessThan	person41
person16	hasAgeLessThan	person42
person16	hasAgeLessThan	person59
person16	hasAgeLessThan	person55
person16	hasAgeLessThan	person56
person16	hasAgeLessThan	person83
person16	hasAgeLessThan	person30
person16	hasAgeLessThan	person26
person16	hasAgeLessThan	person32
person16	hasAgeLessThan	person50
person16	hasAgeLessThan	person81
person16	hasAgeLessThan	person72
person16	hasAgeLessThan	person11
person16	hasAgeLessThan	person17
person16	hasAgeLessThan	person9
person16	hasAgeLessThan	person0
person16	hasAgeLessThan	person40
person16	hasAgeLessThan	person89
person16	hasAgeLessThan	person70
person16	hasAgeLessThan	person94
person16	hasAgeLessThan	person73
person16	hasAgeLessThan	person95
person16	hasAgeLessThan	person35
person96	hasAgeLessThan	person37
person96	hasAgeLessThan	person47
person96	hasAgeLessThan	person33
person96	hasAgeLessThan	person38
person96	hasAgeLessThan	person71
person96	hasAgeLessThan	person64
person96	hasAgeLessThan	person49
person96	hasAgeLessThan	person52
person96	hasAgeLessThan	person61
person96	hasAgeLessThan	person80
person96	hasAgeLessThan	person29
person96	hasAgeLessThan	person58
person96	hasAgeLessThan	person98
person96	hasAgeLessThan	person48
person96	hasAgeLessThan	person20
person96	hasAgeLessThan	person22
person96	hasAgeLessThan	person84
person96	hasAgeLessThan	person62
person96	hasAgeLessThan	person88
person96	hasAgeLessThan	person44
person96	hasAgeLessThan	person7
person96	hasAgeLessThan	person90
person96	hasAgeLessThan	person15
person96	hasAgeLessThan	person5
person96	hasAgeLessThan	person6
person96	hasAgeLessThan	person76
person96	hasAgeLessThan	person86
person96	hasAgeLessThan	person45
person96	hasAgeLessThan	person66
person96	hasAgeLessThan	person92
person96	hasAgeLessThan	person93
person96	hasAgeLessThan	person28
person96	hasAgeLessThan	person54
person96	hasAgeLessThan	person91
person96	hasAgeLessThan	person82
person96	hasAgeLessThan	person69
person96	hasAgeLessThan	person19
person96	hasAgeLessThan	person79
person96	hasAgeLessThan	person21
person96	hasAgeLessThan	person63
person96	hasAgeLessThan	person68
person96	hasAgeLessThan	person18
person96	hasAgeLessThan	person77
person96	hasAgeLessThan	person3
person96	hasAgeLessThan	person51
person96	hasAgeLessThan	person27
person96	hasAgeLessThan	person10
person96	hasAgeLessThan	person1
person96	hasAgeLessThan	person97
person96	hasAgeLessThan	person2
person96	hasAgeLessThan	person75
person96	hasAgeLessThan	person23
person96	hasAgeLessThan	person41
person96	hasAgeLessThan	person42
person96	hasAgeLessThan	person59
person96	hasAgeLessThan	person55
person96	hasAgeLessThan	person56
person96	hasAgeLessThan	person83
person96	hasAgeLessThan	person30
person96	hasAgeLessThan	person26
person96	hasAgeLessThan	person32
person96	hasAgeLessThan	person50
person96	hasAgeLessThan	person81
person96	hasAgeLessThan	person72
person96	hasAgeLessThan	person11
person96	hasAgeLessThan	person17
person96	hasAgeLessThan	person9
